Date;Home;Away;1(o);1(e);X(o);X(e);2(o);2(e);BTS(o);BTS(e);BTS_no(o);BTS_no(e);Over(o);Over(e);Under(o);Under(e);1H;Match;Goals;League;Link;Notes
13.04.2024 22:00;Cadiz CF;Barcelona;5.25;3.60;4.00;3.40;1.60;2.05;1.80;1.80;1.95;1.95;1.75;2.07;2.05;1.83;0 - 1;0 - 1;37;SPAIN: Laliga - Round 31;https://www.flashscore.com/match/football/vRVJYnB5/#/match-summary;
13.04.2024 19:30;Mallorca;Real Madrid;4.75;5.00;3.75;3.60;1.70;1.75;1.95;2.00;1.80;1.75;2.05;2.15;1.75;1.67;0 - 0;0 - 1;48;SPAIN: Laliga - Round 31;https://www.flashscore.com/match/football/jiK3xVBt/#/match-summary;
13.04.2024 17:15;Rayo Vallecano;Getafe;2.05;2.40;3.20;2.90;3.80;3.25;2.10;2.10;1.67;1.67;2.40;2.70;1.53;1.44;0 - 0;0 - 0;;SPAIN: Laliga - Round 31;https://www.flashscore.com/match/football/YmVNX6QB/#/match-summary;
13.04.2024 15:00;Atl. Madrid;Girona;1.85;1.85;3.75;3.75;4.00;4.00;1.57;1.57;2.25;2.25;1.62;1.65;2.25;2.20;2 - 1;3 - 1;4, 34, 45+6, 50;SPAIN: Laliga - Round 31;https://www.flashscore.com/match/football/nwfgIRQO/#/match-summary;
12.04.2024 22:00;Betis;Celta Vigo;2.00;1.91;3.50;3.50;3.50;4.00;1.80;1.91;1.95;1.91;2.03;2.07;1.87;1.86;0 - 0;2 - 1;53, 83, 90+1;SPAIN: Laliga - Round 31;https://www.flashscore.com/match/football/lrYysB3P/#/match-summary;
04.04.2024 21:00;Granada CF;Valencia;2.63;3.00;2.88;3.00;2.88;2.55;1.95;1.80;1.80;1.95;2.25;2.20;1.62;1.65;0 - 0;0 - 1;77;SPAIN: Laliga - Round 26;https://www.flashscore.com/match/football/YiLZl50A/#/match-summary;
01.04.2024 22:00;Villarreal;Atl. Madrid;3.20;3.40;3.60;3.60;2.10;2.05;1.50;1.62;2.50;2.20;1.57;1.73;2.35;2.08;0 - 1;1 - 2;9, 50, 87;SPAIN: Laliga - Round 30;https://www.flashscore.com/match/football/KAzpM9Ra/#/match-summary;
31.03.2024 22:00;Real Madrid;Ath Bilbao;1.50;1.57;4.20;4.33;6.00;5.75;1.91;1.80;1.91;1.95;1.73;1.75;2.08;2.05;1 - 0;2 - 0;8, 73;SPAIN: Laliga - Round 30;https://www.flashscore.com/match/football/tKytNkCg/#/match-summary;
31.03.2024 19:30;Alaves;Real Sociedad;3.00;4.00;3.00;3.00;2.50;2.15;2.10;2.20;1.67;1.62;2.60;2.70;1.48;1.44;0 - 0;0 - 1;59;SPAIN: Laliga - Round 30;https://www.flashscore.com/match/football/ncxxOVdm/#/match-summary;
31.03.2024 17:15;Girona;Betis;1.80;1.70;3.80;4.00;4.00;4.75;1.62;1.62;2.20;2.20;1.65;1.65;2.20;2.20;1 - 1;3 - 2;36, 45+4, 65, 76, 90+2;SPAIN: Laliga - Round 30;https://www.flashscore.com/match/football/0MisLTt6/#/match-summary;
31.03.2024 15:00;Celta Vigo;Rayo Vallecano;2.15;1.91;3.20;3.50;3.50;4.20;1.95;1.91;1.80;1.91;2.20;2.01;1.65;1.89;0 - 0;0 - 0;;SPAIN: Laliga - Round 30;https://www.flashscore.com/match/football/SCe5TiZP/#/match-summary;
30.03.2024 23:00;Barcelona;Las Palmas;1.29;1.29;5.50;6.50;10.00;10.00;1.80;1.80;1.95;1.95;1.48;1.40;2.60;2.88;0 - 0;1 - 0;59;SPAIN: Laliga - Round 30;https://www.flashscore.com/match/football/063J5lsJ/#/match-summary;
30.03.2024 20:30;Valencia;Mallorca;1.91;2.10;3.10;3.00;4.50;4.00;2.38;2.38;1.53;1.53;2.70;2.88;1.44;1.40;0 - 0;0 - 0;;SPAIN: Laliga - Round 30;https://www.flashscore.com/match/football/vDjoKmdC/#/match-summary;
30.03.2024 18:15;Almeria;Osasuna;2.75;2.45;3.20;3.25;2.63;3.00;1.80;1.80;1.95;1.95;2.10;2.05;1.70;1.75;0 - 2;0 - 3;2, 9, 61;SPAIN: Laliga - Round 30;https://www.flashscore.com/match/football/MF4F6URC/#/match-summary;
30.03.2024 16:00;Getafe;Sevilla;2.38;2.63;3.20;3.00;3.00;3.00;1.95;1.95;1.80;1.80;2.25;2.40;1.62;1.53;0 - 1;0 - 1;5;SPAIN: Laliga - Round 30;https://www.flashscore.com/match/football/YgYXOBss/#/match-summary;
29.03.2024 23:00;Cadiz CF;Granada CF;2.05;1.91;3.30;3.25;3.60;4.75;1.95;2.25;1.80;1.57;2.15;2.60;1.67;1.48;0 - 0;1 - 0;51;SPAIN: Laliga - Round 30;https://www.flashscore.com/match/football/lMd1UXJJ/#/match-summary;
17.03.2024 23:00;Atl. Madrid;Barcelona;2.40;2.20;3.75;3.60;2.70;3.20;1.53;1.57;2.38;2.25;1.60;1.70;2.30;2.10;0 - 1;0 - 3;38, 47, 65;SPAIN: Laliga - Round 29;https://www.flashscore.com/match/football/ncjXgir7/#/match-summary;
17.03.2024 20:30;Rayo Vallecano;Betis;2.20;2.50;3.25;3.00;3.25;3.10;1.95;1.95;1.80;1.80;2.15;2.35;1.67;1.57;1 - 0;2 - 0;40, 78;SPAIN: Laliga - Round 29;https://www.flashscore.com/match/football/zJWRFY4Q/#/match-summary;
17.03.2024 18:15;Las Palmas;Almeria;1.91;1.75;3.50;4.00;4.00;4.50;1.80;1.75;1.95;2.00;1.97;1.70;1.93;2.10;0 - 1;0 - 1;14;SPAIN: Laliga - Round 29;https://www.flashscore.com/match/football/tdXNGEkK/#/match-summary;
17.03.2024 18:15;Villarreal;Valencia;2.00;2.20;3.50;3.30;3.60;3.30;1.70;1.75;2.05;2.00;1.88;2.07;2.02;1.83;0 - 0;1 - 0;54;SPAIN: Laliga - Round 29;https://www.flashscore.com/match/football/YgC29Wsf/#/match-summary;
17.03.2024 16:00;Sevilla;Celta Vigo;2.00;1.95;3.30;3.50;3.80;4.00;1.91;1.80;1.91;1.95;2.05;1.93;1.75;1.97;1 - 0;1 - 2;18, 72, 78;SPAIN: Laliga - Round 29;https://www.flashscore.com/match/football/f3DbACSm/#/match-summary;
16.03.2024 23:00;Ath Bilbao;Alaves;1.60;1.60;3.75;3.60;6.00;6.50;2.20;2.25;1.62;1.57;2.15;2.25;1.67;1.62;2 - 0;2 - 0;32, 37;SPAIN: Laliga - Round 29;https://www.flashscore.com/match/football/viFA7AC6/#/match-summary;
16.03.2024 20:30;Getafe;Girona;2.75;3.60;3.30;3.40;2.50;2.05;1.70;1.80;2.05;1.95;1.92;2.06;1.98;1.84;1 - 0;1 - 0;33;SPAIN: Laliga - Round 29;https://www.flashscore.com/match/football/QmkygBcD/#/match-summary;
16.03.2024 18:15;Osasuna;Real Madrid;5.50;6.50;4.00;4.50;1.57;1.50;1.91;2.00;1.91;1.75;1.80;1.88;2.00;2.02;1 - 2;2 - 4;4, 7, 18, 61, 64, 90+1;SPAIN: Laliga - Round 29;https://www.flashscore.com/match/football/ShTJHfzE/#/match-summary;
16.03.2024 16:00;Mallorca;Granada CF;1.83;1.80;3.30;3.30;4.50;5.25;2.20;2.25;1.62;1.57;2.40;2.50;1.53;1.50;0 - 0;1 - 0;85;SPAIN: Laliga - Round 29;https://www.flashscore.com/match/football/SGB68jc0/#/match-summary;
15.03.2024 23:00;Real Sociedad;Cadiz CF;1.45;1.44;4.20;4.20;7.50;10.00;2.63;2.63;1.44;1.44;2.30;2.35;1.60;1.57;1 - 0;2 - 0;28, 68;SPAIN: Laliga - Round 29;https://www.flashscore.com/match/football/xSIgBhDs/#/match-summary;
11.03.2024 23:00;Almeria;Sevilla;2.88;3.40;3.25;3.30;2.45;2.15;1.75;1.80;2.00;1.95;1.98;2.06;1.92;1.84;1 - 0;2 - 2;38, 81, 86, 90+5;SPAIN: Laliga - Round 28;https://www.flashscore.com/match/football/0SCjsEb1/#/match-summary;
10.03.2024 23:00;Betis;Villarreal;1.95;2.10;3.60;3.50;3.60;3.30;1.62;1.67;2.20;2.10;1.70;1.80;2.10;2.00;2 - 1;2 - 3;30, 40, 45+2, 48, 67;SPAIN: Laliga - Round 28;https://www.flashscore.com/match/football/Q54x5Hj8/#/match-summary;
10.03.2024 20:30;Real Madrid;Celta Vigo;1.25;1.33;6.00;5.25;10.00;8.50;1.95;1.91;1.80;1.91;1.48;1.57;2.60;2.35;1 - 0;4 - 0;21, 79, 88, 90+4;SPAIN: Laliga - Round 28;https://www.flashscore.com/match/football/EVxQeDDf/#/match-summary;
10.03.2024 18:15;Las Palmas;Ath Bilbao;4.00;4.75;3.30;3.50;1.95;1.80;1.95;1.95;1.80;1.80;2.15;2.10;1.67;1.70;0 - 1;0 - 2;31, 65;SPAIN: Laliga - Round 28;https://www.flashscore.com/match/football/I3qHcZrr/#/match-summary;
10.03.2024 16:00;Alaves;Rayo Vallecano;2.15;2.10;3.10;3.00;3.60;4.00;2.10;2.10;1.67;1.67;2.50;2.60;1.50;1.48;1 - 0;1 - 0;44;SPAIN: Laliga - Round 28;https://www.flashscore.com/match/football/0Odk2FzR/#/match-summary;
09.03.2024 23:00;Girona;Osasuna;1.62;1.50;4.00;4.50;5.00;5.75;1.75;1.91;2.00;1.91;1.67;1.70;2.15;2.10;1 - 0;2 - 0;13, 86;SPAIN: Laliga - Round 28;https://www.flashscore.com/match/football/4d3t4y6E/#/match-summary;
09.03.2024 20:30;Granada CF;Real Sociedad;4.75;4.75;3.30;3.20;1.83;1.91;2.05;2.20;1.70;1.62;2.25;2.50;1.62;1.50;2 - 1;2 - 3;21, 33, 45+3, 80, 85;SPAIN: Laliga - Round 28;https://www.flashscore.com/match/football/MXco3eLK/#/match-summary;
09.03.2024 18:15;Cadiz CF;Atl. Madrid;4.75;4.50;3.60;3.60;1.75;1.75;2.00;1.95;1.75;1.80;2.08;2.05;1.73;1.75;1 - 0;2 - 0;24, 64;SPAIN: Laliga - Round 28;https://www.flashscore.com/match/football/W6mLdgbl/#/match-summary;
09.03.2024 16:00;Valencia;Getafe;2.20;1.83;3.10;3.10;3.60;5.25;2.20;2.38;1.62;1.53;2.70;2.70;1.44;1.44;1 - 0;1 - 0;40;SPAIN: Laliga - Round 28;https://www.flashscore.com/match/football/hMyUfXS0/#/match-summary;
08.03.2024 23:00;Barcelona;Mallorca;1.30;1.44;5.50;4.50;8.50;7.00;2.05;2.00;1.70;1.75;1.67;1.90;2.15;2.00;0 - 0;1 - 0;73;SPAIN: Laliga - Round 28;https://www.flashscore.com/match/football/C2GftYD7/#/match-summary;
04.03.2024 23:00;Osasuna;Alaves;2.30;2.30;3.10;3.00;3.30;3.50;2.10;2.20;1.67;1.62;2.50;2.70;1.50;1.44;0 - 0;1 - 0;76;SPAIN: Laliga - Round 27;https://www.flashscore.com/match/football/I3Norfqe/#/match-summary;
03.03.2024 23:00;Ath Bilbao;Barcelona;2.40;3.20;3.50;3.50;2.75;2.25;1.62;1.67;2.20;2.10;1.70;1.95;2.10;1.95;0 - 0;0 - 0;;SPAIN: Laliga - Round 27;https://www.flashscore.com/match/football/Qk0EsNhp/#/match-summary;
03.03.2024 20:30;Mallorca;Girona;3.20;3.50;3.20;3.25;2.25;2.15;1.80;1.91;1.95;1.91;2.05;2.15;1.75;1.67;1 - 0;1 - 0;33;SPAIN: Laliga - Round 27;https://www.flashscore.com/match/football/jk752OU9/#/match-summary;
03.03.2024 18:15;Atl. Madrid;Betis;1.57;1.53;4.00;4.20;5.50;6.50;1.80;1.95;1.95;1.80;1.70;1.87;2.10;2.03;2 - 0;2 - 1;8, 44, 62;SPAIN: Laliga - Round 27;https://www.flashscore.com/match/football/4taIts8j/#/match-summary;
03.03.2024 16:00;Villarreal;Granada CF;1.70;1.73;3.75;3.80;4.75;4.75;1.67;1.67;2.10;2.10;1.65;1.65;2.20;2.20;3 - 0;5 - 1;7, 19, 32, 47, 66, 90+1;SPAIN: Laliga - Round 27;https://www.flashscore.com/match/football/vDOsqzUl/#/match-summary;
02.03.2024 23:00;Valencia;Real Madrid;5.50;5.50;3.80;4.00;1.62;1.62;1.95;1.95;1.80;1.80;1.95;1.95;1.95;1.95;2 - 1;2 - 2;27, 30, 45+5, 76;SPAIN: Laliga - Round 27;https://www.flashscore.com/match/football/YDdA1rpG/#/match-summary;
02.03.2024 20:30;Getafe;Las Palmas;1.83;2.05;3.25;3.20;4.75;4.00;2.20;2.00;1.62;1.75;2.40;2.30;1.53;1.60;3 - 1;3 - 3;11, 14, 35, 45, 50, 57;SPAIN: Laliga - Round 27;https://www.flashscore.com/match/football/4Y4g5Qpi/#/match-summary;
02.03.2024 18:15;Rayo Vallecano;Cadiz CF;1.80;1.73;3.20;3.40;5.00;5.50;2.25;2.20;1.57;1.62;2.60;2.40;1.48;1.53;0 - 0;1 - 1;88, 90+12;SPAIN: Laliga - Round 27;https://www.flashscore.com/match/football/xn3134F3/#/match-summary;
02.03.2024 16:00;Sevilla;Real Sociedad;2.50;2.63;3.00;2.90;3.00;3.00;2.10;2.20;1.67;1.62;2.50;2.88;1.50;1.40;2 - 1;3 - 2;11, 13, 45+5, 65, 90+2;SPAIN: Laliga - Round 27;https://www.flashscore.com/match/football/AwKwpGEr/#/match-summary;
01.03.2024 23:00;Celta Vigo;Almeria;1.75;1.80;3.75;3.75;4.33;4.33;1.80;1.80;1.95;1.95;1.92;1.88;1.98;2.02;0 - 0;1 - 0;73;SPAIN: Laliga - Round 27;https://www.flashscore.com/match/football/rP3c4p0c/#/match-summary;
26.02.2024 23:00;Girona;Rayo Vallecano;1.60;1.62;4.20;4.00;5.00;5.25;1.80;1.75;1.95;2.00;1.73;1.75;2.08;2.05;0 - 0;3 - 0;52, 90+1, 90+5;SPAIN: Laliga - Round 26;https://www.flashscore.com/match/football/r3SMi7Gi/#/match-summary;
25.02.2024 23:00;Real Madrid;Sevilla;1.30;1.29;5.50;6.00;8.50;9.50;1.95;1.91;1.80;1.91;1.53;1.48;2.40;2.60;0 - 0;1 - 0;81;SPAIN: Laliga - Round 26;https://www.flashscore.com/match/football/QRHRjRVc/#/match-summary;
25.02.2024 20:30;Las Palmas;Osasuna;2.40;2.50;2.88;2.88;3.20;3.40;2.05;2.05;1.70;1.70;2.50;2.50;1.50;1.50;0 - 0;1 - 1;49, 52;SPAIN: Laliga - Round 26;https://www.flashscore.com/match/football/CrKwlPFG/#/match-summary;
25.02.2024 18:15;Betis;Ath Bilbao;2.90;3.75;3.00;3.25;2.55;2.10;1.80;1.95;1.95;1.80;2.10;2.15;1.70;1.67;2 - 1;3 - 1;13, 38, 45+7, 67;SPAIN: Laliga - Round 26;https://www.flashscore.com/match/football/8ADnn3pT/#/match-summary;
25.02.2024 16:00;Cadiz CF;Celta Vigo;2.75;3.20;2.88;3.00;2.75;2.50;2.05;2.20;1.70;1.62;2.50;2.70;1.50;1.44;0 - 1;2 - 2;11, 58, 66, 90+10;SPAIN: Laliga - Round 26;https://www.flashscore.com/match/football/pI9Jhm1o/#/match-summary;
24.02.2024 23:00;Almeria;Atl. Madrid;4.33;4.75;3.75;4.00;1.73;1.70;1.70;1.80;2.05;1.95;1.70;1.75;2.10;2.05;1 - 1;2 - 2;2, 27, 57, 64;SPAIN: Laliga - Round 26;https://www.flashscore.com/match/football/U5Z9YqGT/#/match-summary;
24.02.2024 20:30;Alaves;Mallorca;1.95;1.91;3.00;3.00;4.50;5.25;2.25;2.63;1.57;1.44;2.70;3.40;1.44;1.33;0 - 0;1 - 1;76, 88;SPAIN: Laliga - Round 26;https://www.flashscore.com/match/football/f79rmqVM/#/match-summary;
24.02.2024 18:15;Barcelona;Getafe;1.40;1.40;5.00;5.00;7.00;7.00;1.95;1.95;1.80;1.80;1.65;1.70;2.20;2.10;1 - 0;4 - 0;20, 53, 61, 90+1;SPAIN: Laliga - Round 26;https://www.flashscore.com/match/football/WELyU3Op/#/match-summary;
23.02.2024 23:00;Real Sociedad;Villarreal;1.73;1.62;3.60;4.00;4.75;5.50;1.95;1.80;1.80;1.95;2.06;1.88;1.84;2.02;0 - 1;1 - 3;17, 47, 86, 90+5;SPAIN: Laliga - Round 26;https://www.flashscore.com/match/football/4IGVkoo4/#/match-summary;
19.02.2024 23:00;Ath Bilbao;Girona;1.95;1.83;3.40;3.60;3.60;4.33;1.62;1.80;2.20;1.95;1.75;1.95;2.05;1.95;1 - 0;3 - 2;2, 49, 56, 60, 75;SPAIN: Laliga - Round 25;https://www.flashscore.com/match/football/xlYTyb5O/#/match-summary;
18.02.2024 23:00;Betis;Alaves;1.95;2.40;3.40;3.10;3.60;3.25;1.80;2.05;1.95;1.70;2.01;2.50;1.89;1.50;0 - 0;0 - 0;;SPAIN: Laliga - Round 25;https://www.flashscore.com/match/football/CUv5ZP0N/#/match-summary;
18.02.2024 20:30;Mallorca;Real Sociedad;3.10;3.60;2.88;2.88;2.55;2.30;2.38;2.75;1.53;1.40;3.10;3.60;1.36;1.29;1 - 1;1 - 2;4, 38, 90+3;SPAIN: Laliga - Round 25;https://www.flashscore.com/match/football/IsjxtAHu/#/match-summary;
18.02.2024 18:15;Granada CF;Almeria;2.00;2.25;3.50;3.40;3.40;3.20;1.75;1.80;2.00;1.95;1.89;2.08;2.01;1.82;0 - 1;1 - 1;9, 75;SPAIN: Laliga - Round 25;https://www.flashscore.com/match/football/4blpvlnh/#/match-summary;
18.02.2024 16:00;Rayo Vallecano;Real Madrid;5.00;5.00;3.75;4.00;1.67;1.67;1.80;1.75;1.95;2.00;1.80;1.75;2.00;2.05;1 - 1;1 - 1;3, 27;SPAIN: Laliga - Round 25;https://www.flashscore.com/match/football/dYltuUWo/#/match-summary;
17.02.2024 23:00;Valencia;Sevilla;2.05;2.25;3.40;3.20;3.50;3.40;1.95;2.05;1.80;1.70;2.10;2.40;1.70;1.53;0 - 0;0 - 0;;SPAIN: Laliga - Round 25;https://www.flashscore.com/match/football/Ywt1z6oH/#/match-summary;
17.02.2024 20:30;Celta Vigo;Barcelona;3.75;3.75;3.75;3.75;1.85;1.91;1.62;1.67;2.20;2.10;1.62;1.73;2.25;2.08;0 - 1;1 - 2;45, 47, 90+7;SPAIN: Laliga - Round 25;https://www.flashscore.com/match/football/rkmlw81b/#/match-summary;
17.02.2024 18:15;Osasuna;Cadiz CF;1.70;1.80;3.40;3.25;5.25;5.25;2.20;2.25;1.62;1.57;2.35;2.60;1.57;1.48;0 - 0;2 - 0;63, 90+1;SPAIN: Laliga - Round 25;https://www.flashscore.com/match/football/QDxgxSG4/#/match-summary;
17.02.2024 16:00;Atl. Madrid;Las Palmas;1.33;1.45;5.00;4.33;8.50;6.50;2.00;2.05;1.75;1.70;1.67;2.02;2.15;1.88;2 - 0;5 - 0;15, 20, 47, 62, 87;SPAIN: Laliga - Round 25;https://www.flashscore.com/match/football/jixYzIKU/#/match-summary;
16.02.2024 23:00;Villarreal;Getafe;2.00;2.05;3.50;3.40;3.50;3.60;1.75;1.70;2.00;2.05;1.85;1.93;1.95;1.97;0 - 1;1 - 1;24, 56;SPAIN: Laliga - Round 25;https://www.flashscore.com/match/football/vHtcynWA/#/match-summary;
12.02.2024 23:00;Almeria;Ath Bilbao;4.20;4.50;3.75;3.60;1.80;1.80;1.70;1.95;2.05;1.80;1.75;2.08;2.05;1.73;0 - 0;0 - 0;;SPAIN: Laliga - Round 24;https://www.flashscore.com/match/football/jX9nPKLI/#/match-summary;
11.02.2024 23:00;Barcelona;Granada CF;1.25;1.18;6.50;8.00;9.00;13.00;2.20;1.95;1.62;1.80;1.62;1.40;2.25;2.88;1 - 1;3 - 3;14, 43, 60, 63, 66, 80;SPAIN: Laliga - Round 24;https://www.flashscore.com/match/football/UN8jOvyP/#/match-summary;
11.02.2024 20:30;Sevilla;Atl. Madrid;3.75;3.60;3.40;3.50;2.00;2.05;1.70;1.70;2.05;2.05;1.80;1.84;2.00;2.06;1 - 0;1 - 0;15;SPAIN: Laliga - Round 24;https://www.flashscore.com/match/football/Eos9tMjg/#/match-summary;
11.02.2024 18:15;Mallorca;Rayo Vallecano;2.30;2.50;3.00;2.75;3.40;3.40;2.05;2.50;1.70;1.50;2.40;3.50;1.53;1.30;0 - 0;2 - 1;48, 76, 90+1;SPAIN: Laliga - Round 24;https://www.flashscore.com/match/football/Iw2YnODP/#/match-summary;
11.02.2024 16:00;Getafe;Celta Vigo;2.25;2.10;3.25;3.10;3.20;3.75;1.80;2.25;1.95;1.57;2.05;2.70;1.75;1.44;2 - 0;3 - 2;41, 45+2, 71, 85, 89;SPAIN: Laliga - Round 24;https://www.flashscore.com/match/football/nauHv0L5/#/match-summary;
10.02.2024 23:00;Las Palmas;Valencia;2.88;2.55;3.00;3.00;2.60;3.20;2.05;2.10;1.70;1.67;2.40;2.60;1.53;1.48;0 - 0;2 - 0;89, 90+5;SPAIN: Laliga - Round 24;https://www.flashscore.com/match/football/Knl0rrMt/#/match-summary;
10.02.2024 20:30;Real Madrid;Girona;1.57;1.40;4.00;5.50;5.50;6.00;1.75;1.50;2.00;2.50;1.70;1.30;2.10;3.50;2 - 0;4 - 0;6, 35, 54, 61;SPAIN: Laliga - Round 24;https://www.flashscore.com/match/football/4zzMwKzC/#/match-summary;
10.02.2024 18:15;Real Sociedad;Osasuna;1.73;1.73;3.50;3.30;5.00;5.75;1.95;2.50;1.80;1.50;2.00;2.88;1.80;1.40;0 - 0;0 - 1;49;SPAIN: Laliga - Round 24;https://www.flashscore.com/match/football/rRYPxvjI/#/match-summary;
10.02.2024 16:00;Alaves;Villarreal;2.38;2.20;3.40;3.40;2.88;3.30;1.70;1.80;2.05;1.95;1.90;2.01;1.90;1.89;1 - 1;1 - 1;25, 42;SPAIN: Laliga - Round 24;https://www.flashscore.com/match/football/2Bw5s2ym/#/match-summary;
09.02.2024 23:00;Cadiz CF;Betis;3.25;3.00;3.25;3.00;2.20;2.60;2.05;2.10;1.70;1.67;2.35;2.60;1.57;1.48;0 - 1;0 - 2;6, 46;SPAIN: Laliga - Round 24;https://www.flashscore.com/match/football/88tDut6a/#/match-summary;
05.02.2024 23:00;Rayo Vallecano;Sevilla;2.38;2.10;3.25;3.40;3.00;3.60;1.91;2.00;1.91;1.75;2.10;2.30;1.70;1.60;1 - 2;1 - 2;19, 29, 45;SPAIN: Laliga - Round 23;https://www.flashscore.com/match/football/OrP1niNE/#/match-summary;
