Date;Home;Away;1(o);1(e);X(o);X(e);2(o);2(e);BTS(o);BTS(e);BTS_no(o);BTS_no(e);Over(o);Over(e);Under(o);Under(e);1H;Match;Goals;League;Link;Notes
09.12.2023 20:30;Villarreal;Real Sociedad;3.10;3.30;3.30;3.50;2.30;2.15;1.75;1.80;2.00;1.95;2.00;2.05;1.90;1.85;0 - 3;0 - 3;38, 41, 45+4;SPAIN: Laliga - Round 16;https://www.flashscore.com/match/football/WfVyT8L0/#/match-summary;
09.12.2023 18:15;Betis;Real Madrid;4.50;4.50;3.50;4.00;1.80;1.70;1.70;1.67;2.05;2.10;1.75;1.65;2.05;2.20;0 - 0;1 - 1;53, 66;SPAIN: Laliga - Round 16;https://www.flashscore.com/match/football/S0mAE967/#/match-summary;
09.12.2023 16:00;Alaves;Las Palmas;1.91;2.00;3.20;3.10;4.50;4.33;2.10;2.20;1.67;1.62;2.40;2.50;1.53;1.50;0 - 1;0 - 1;31;SPAIN: Laliga - Round 16;https://www.flashscore.com/match/football/vcjcziTQ/#/match-summary;
08.12.2023 23:00;Getafe;Valencia;2.50;2.60;3.00;2.90;3.00;3.10;2.20;2.25;1.62;1.57;2.70;2.88;1.44;1.40;0 - 0;1 - 0;87;SPAIN: Laliga - Round 16;https://www.flashscore.com/match/football/KfzdxDbE/#/match-summary;
04.12.2023 23:00;Celta Vigo;Cadiz CF;1.95;1.53;3.60;4.00;3.60;6.50;1.91;2.00;1.91;1.75;2.00;1.93;1.80;1.97;0 - 1;1 - 1;16, 57;SPAIN: Laliga - Round 15;https://www.flashscore.com/match/football/Ma4RMXbR/#/match-summary;
03.12.2023 23:00;Barcelona;Atl. Madrid;2.00;1.91;3.60;4.00;3.50;3.75;1.62;1.62;2.20;2.20;1.70;1.65;2.10;2.20;1 - 0;1 - 0;28;SPAIN: Laliga - Round 15;https://www.flashscore.com/match/football/vyFMNDqL/#/match-summary;
03.12.2023 20:30;Sevilla;Villarreal;2.10;1.91;3.50;3.75;3.30;3.75;1.70;1.62;2.05;2.20;1.85;1.65;1.95;2.20;0 - 0;1 - 1;75, 77;SPAIN: Laliga - Round 15;https://www.flashscore.com/match/football/tjdJOgUE/#/match-summary;
03.12.2023 18:15;Almeria;Betis;3.10;3.60;3.40;3.75;2.25;1.95;1.75;1.62;2.00;2.20;1.90;1.67;1.90;2.15;0 - 0;0 - 0;;SPAIN: Laliga - Round 15;https://www.flashscore.com/match/football/j1TQI3td/#/match-summary;
03.12.2023 16:00;Mallorca;Alaves;2.10;2.60;3.20;2.90;3.60;3.10;2.10;2.25;1.67;1.57;2.40;2.88;1.53;1.40;0 - 0;0 - 0;;SPAIN: Laliga - Round 15;https://www.flashscore.com/match/football/WYg1GVye/#/match-summary;
02.12.2023 23:00;Osasuna;Real Sociedad;3.00;3.80;3.20;3.10;2.40;2.15;2.20;2.10;1.62;1.67;2.60;2.50;1.48;1.50;1 - 1;1 - 1;2, 41;SPAIN: Laliga - Round 15;https://www.flashscore.com/match/football/nTdFPZE8/#/match-summary;
02.12.2023 20:30;Real Madrid;Granada CF;1.17;1.17;7.00;7.50;15.00;13.00;2.05;1.95;1.70;1.80;1.40;1.33;2.88;3.40;1 - 0;2 - 0;26, 57;SPAIN: Laliga - Round 15;https://www.flashscore.com/match/football/hrecHBMl/#/match-summary;
02.12.2023 18:15;Ath Bilbao;Rayo Vallecano;1.73;1.44;3.75;4.75;4.50;7.00;1.80;1.80;1.95;1.95;1.80;1.65;2.00;2.20;1 - 0;4 - 0;23, 47, 64, 68;SPAIN: Laliga - Round 15;https://www.flashscore.com/match/football/UiSUHNe2/#/match-summary;
02.12.2023 16:00;Girona;Valencia;2.00;1.62;3.50;4.00;3.60;5.25;1.75;1.91;2.00;1.91;1.90;1.92;1.90;1.98;0 - 0;2 - 1;56, 82, 88;SPAIN: Laliga - Round 15;https://www.flashscore.com/match/football/8xbBQFa2/#/match-summary;
01.12.2023 23:00;Las Palmas;Getafe;2.50;2.38;3.10;2.88;2.90;3.40;2.10;2.38;1.67;1.53;2.60;2.88;1.48;1.40;1 - 0;2 - 0;43, 90+2;SPAIN: Laliga - Round 15;https://www.flashscore.com/match/football/O8jgIi7r/#/match-summary;
29.11.2023 23:00;Mallorca;Cadiz CF;1.75;1.83;3.30;3.30;5.50;4.75;2.20;2.20;1.62;1.62;2.40;2.50;1.53;1.50;1 - 1;1 - 1;12, 45+1;SPAIN: Laliga - Round 13;https://www.flashscore.com/match/football/t4abRzTb/#/match-summary;
27.11.2023 23:00;Girona;Ath Bilbao;2.40;2.20;3.40;3.60;2.80;3.10;1.67;1.57;2.10;2.25;1.87;1.67;2.03;2.15;0 - 0;1 - 1;55, 67;SPAIN: Laliga - Round 14;https://www.flashscore.com/match/football/OnDpwYRA/#/match-summary;
26.11.2023 23:00;Betis;Las Palmas;1.73;1.67;3.60;3.75;4.75;5.75;1.95;2.10;1.80;1.67;2.05;2.10;1.75;1.70;1 - 0;1 - 0;19;SPAIN: Laliga - Round 14;https://www.flashscore.com/match/football/S0XoIWko/#/match-summary;
26.11.2023 20:30;Cadiz CF;Real Madrid;6.50;6.50;4.50;4.75;1.45;1.45;1.91;1.95;1.91;1.80;1.67;1.75;2.15;2.05;0 - 1;0 - 3;14, 64, 74;SPAIN: Laliga - Round 14;https://www.flashscore.com/match/football/t4LTtGSo/#/match-summary;
26.11.2023 18:15;Real Sociedad;Sevilla;1.83;1.57;3.50;3.80;4.50;5.75;2.00;2.05;1.75;1.70;2.10;2.05;1.70;1.75;2 - 0;2 - 1;3, 22, 60;SPAIN: Laliga - Round 14;https://www.flashscore.com/match/football/f7PXuzrh/#/match-summary;
26.11.2023 16:00;Villarreal;Osasuna;2.00;2.15;3.60;3.50;3.50;3.30;1.70;1.75;2.05;2.00;1.88;2.02;2.02;1.88;0 - 0;3 - 1;57, 71, 78, 80;SPAIN: Laliga - Round 14;https://www.flashscore.com/match/football/dvUMJqRk/#/match-summary;
25.11.2023 23:00;Atl. Madrid;Mallorca;1.44;1.36;4.33;5.00;7.00;8.00;2.20;2.20;1.62;1.62;2.04;1.91;1.86;1.99;0 - 0;1 - 0;64;SPAIN: Laliga - Round 14;https://www.flashscore.com/match/football/QioKMCsU/#/match-summary;
25.11.2023 20:30;Getafe;Almeria;1.70;1.73;3.60;3.60;5.00;5.00;1.95;1.95;1.80;1.80;2.08;2.08;1.73;1.73;2 - 1;2 - 1;7, 33, 45;SPAIN: Laliga - Round 14;https://www.flashscore.com/match/football/GMDtvEC4/#/match-summary;
25.11.2023 18:15;Valencia;Celta Vigo;1.95;2.25;3.30;3.25;4.00;3.40;1.95;1.80;1.80;1.95;2.10;2.10;1.70;1.70;0 - 0;0 - 0;;SPAIN: Laliga - Round 14;https://www.flashscore.com/match/football/ryQIKPBq/#/match-summary;
25.11.2023 16:00;Rayo Vallecano;Barcelona;4.75;5.00;4.00;4.00;1.65;1.67;1.75;1.67;2.00;2.10;1.70;1.65;2.10;2.20;1 - 0;1 - 1;39, 82;SPAIN: Laliga - Round 14;https://www.flashscore.com/match/football/2wClxhsH/#/match-summary;
24.11.2023 23:00;Alaves;Granada CF;1.83;1.70;3.50;3.60;4.33;5.25;1.95;2.05;1.80;1.70;2.05;2.25;1.75;1.62;2 - 0;3 - 1;11, 38, 55, 86;SPAIN: Laliga - Round 14;https://www.flashscore.com/match/football/xWExufcb/#/match-summary;
12.11.2023 23:00;Atl. Madrid;Villarreal;1.55;1.33;4.33;5.75;5.50;8.00;1.70;1.70;2.05;2.05;1.62;1.44;2.25;2.70;1 - 1;3 - 1;20, 45+1, 80, 85;SPAIN: Laliga - Round 13;https://www.flashscore.com/match/football/fmcnUxqt/#/match-summary;
12.11.2023 20:30;Sevilla;Betis;1.91;2.15;3.50;3.50;4.00;3.30;1.91;1.70;1.91;2.05;2.00;1.93;1.80;1.97;0 - 0;1 - 1;72, 79;SPAIN: Laliga - Round 13;https://www.flashscore.com/match/football/2D0fSGDh/#/match-summary;
12.11.2023 18:15;Barcelona;Alaves;1.20;1.25;7.00;6.50;13.00;9.50;2.05;2.10;1.70;1.67;1.48;1.57;2.60;2.35;0 - 1;2 - 1;1, 53, 78;SPAIN: Laliga - Round 13;https://www.flashscore.com/match/football/8GjFNhSN/#/match-summary;
11.11.2023 23:00;Real Madrid;Valencia;1.36;1.33;5.00;5.75;8.00;7.50;1.95;1.95;1.80;1.80;1.62;1.57;2.25;2.35;2 - 0;5 - 1;3, 42, 49, 50, 84, 88;SPAIN: Laliga - Round 13;https://www.flashscore.com/match/football/YwdjTdbn/#/match-summary;
11.11.2023 20:30;Granada CF;Getafe;2.50;2.45;3.10;3.10;3.00;3.10;2.00;1.95;1.75;1.80;2.35;2.25;1.57;1.62;1 - 1;1 - 1;2, 45+4;SPAIN: Laliga - Round 13;https://www.flashscore.com/match/football/OSl3Qfr5/#/match-summary;
11.11.2023 20:30;Osasuna;Las Palmas;1.75;1.91;3.60;3.20;4.75;4.50;2.05;2.05;1.70;1.70;2.20;2.35;1.65;1.57;0 - 0;1 - 1;70, 73;SPAIN: Laliga - Round 13;https://www.flashscore.com/match/football/UPiBOYCH/#/match-summary;
11.11.2023 18:15;Almeria;Real Sociedad;4.20;4.20;3.60;3.60;1.85;1.80;1.80;1.80;1.95;1.95;1.90;1.85;1.90;2.05;0 - 0;1 - 3;62, 76, 90+1, 90+5;SPAIN: Laliga - Round 13;https://www.flashscore.com/match/football/GMRyAZcO/#/match-summary;
11.11.2023 16:00;Rayo Vallecano;Girona;2.63;2.88;3.40;3.40;2.63;2.45;1.70;1.70;2.05;2.05;1.90;1.94;1.90;1.96;1 - 1;1 - 2;5, 42, 65;SPAIN: Laliga - Round 13;https://www.flashscore.com/match/football/z3h7PEcB/#/match-summary;
10.11.2023 23:00;Ath Bilbao;Celta Vigo;1.57;1.67;4.00;3.80;6.00;4.75;1.95;1.70;1.80;2.05;1.90;1.70;1.90;2.10;2 - 2;4 - 3;25, 37, 41, 45+5, 52, 66, 90+8;SPAIN: Laliga - Round 13;https://www.flashscore.com/match/football/UPVu9gDU/#/match-summary;
06.11.2023 23:00;Getafe;Cadiz CF;1.91;2.00;3.20;3.00;4.50;4.33;2.25;2.25;1.57;1.57;2.70;2.70;1.44;1.44;0 - 0;1 - 0;76;SPAIN: Laliga - Round 12;https://www.flashscore.com/match/football/xdbTDHba/#/match-summary;
05.11.2023 23:00;Real Madrid;Rayo Vallecano;1.29;1.22;5.50;6.50;10.00;12.00;1.95;2.05;1.80;1.70;1.53;1.48;2.40;2.60;0 - 0;0 - 0;;SPAIN: Laliga - Round 12;https://www.flashscore.com/match/football/r9TTBeTB/#/match-summary;
05.11.2023 20:30;Villarreal;Ath Bilbao;2.80;3.75;3.50;3.80;2.45;1.91;1.70;1.57;2.05;2.25;1.91;1.60;1.99;2.30;0 - 3;2 - 3;2, 22, 30, 86, 87;SPAIN: Laliga - Round 12;https://www.flashscore.com/match/football/n75GGJEt/#/match-summary;
05.11.2023 18:15;Valencia;Granada CF;1.62;1.60;4.00;4.20;5.00;5.25;1.91;1.80;1.91;1.95;1.91;1.82;1.99;2.08;1 - 0;1 - 0;45+7;SPAIN: Laliga - Round 12;https://www.flashscore.com/match/football/MaSXAFrI/#/match-summary;
05.11.2023 16:00;Alaves;Almeria;1.83;1.70;3.50;3.75;4.33;5.00;1.95;1.95;1.80;1.80;2.05;2.03;1.75;1.87;0 - 0;1 - 0;79;SPAIN: Laliga - Round 12;https://www.flashscore.com/match/football/pbJlLa6P/#/match-summary;
04.11.2023 23:00;Real Sociedad;Barcelona;3.10;3.25;3.40;3.40;2.30;2.20;1.75;1.80;2.00;1.95;2.03;2.08;1.87;1.73;0 - 0;0 - 1;90+2;SPAIN: Laliga - Round 12;https://www.flashscore.com/match/football/rZbPEcqg/#/match-summary;
04.11.2023 20:30;Celta Vigo;Sevilla;2.25;2.38;3.40;3.40;3.10;3.10;1.75;1.75;2.00;2.00;2.03;2.02;1.87;1.88;1 - 0;1 - 1;22, 84;SPAIN: Laliga - Round 12;https://www.flashscore.com/match/football/drQ6dGTO/#/match-summary;
04.11.2023 18:15;Betis;Mallorca;1.91;1.91;3.30;3.30;4.20;4.50;2.05;2.05;1.70;1.70;2.30;2.30;1.60;1.60;1 - 0;2 - 0;7, 65;SPAIN: Laliga - Round 12;https://www.flashscore.com/match/football/IiR2cdEI/#/match-summary;
04.11.2023 16:00;Osasuna;Girona;2.63;2.90;3.40;3.30;2.60;2.45;1.75;1.80;2.00;1.95;2.02;2.05;1.88;1.75;1 - 1;2 - 4;16, 25, 55, 71, 80, 90;SPAIN: Laliga - Round 12;https://www.flashscore.com/match/football/GncXCyE5/#/match-summary;
03.11.2023 23:00;Las Palmas;Atl. Madrid;4.50;5.25;3.50;3.60;1.80;1.70;1.95;2.05;1.80;1.70;2.05;2.10;1.75;1.70;0 - 0;2 - 1;51, 75, 83;SPAIN: Laliga - Round 12;https://www.flashscore.com/match/football/UVfLFwUn/#/match-summary;
30.10.2023 23:00;Granada CF;Villarreal;3.40;3.00;3.40;3.50;2.10;2.30;1.70;1.57;2.05;2.25;1.85;1.62;1.95;2.25;2 - 3;2 - 3;18, 23, 28, 29, 34;SPAIN: Laliga - Round 11;https://www.flashscore.com/match/football/juzn1vFg/#/match-summary;
29.10.2023 23:00;Atl. Madrid;Alaves;1.33;1.44;4.75;4.50;9.50;7.50;2.25;2.10;1.57;1.67;1.85;2.01;1.95;1.89;2 - 0;2 - 1;26, 45+1, 90+6;SPAIN: Laliga - Round 11;https://www.flashscore.com/match/football/zTybbxaC/#/match-summary;
29.10.2023 20:30;Ath Bilbao;Valencia;1.75;1.62;3.50;4.00;4.75;5.75;2.10;2.05;1.67;1.70;2.25;2.05;1.62;1.75;1 - 0;2 - 2;32, 62, 68, 90+7;SPAIN: Laliga - Round 11;https://www.flashscore.com/match/football/MPBOqwpJ/#/match-summary;
29.10.2023 18:15;Rayo Vallecano;Real Sociedad;3.00;3.30;3.20;3.10;2.38;2.30;2.00;2.00;1.75;1.75;2.30;2.40;1.60;1.53;1 - 1;2 - 2;31, 41, 66, 90+1;SPAIN: Laliga - Round 11;https://www.flashscore.com/match/football/Y3us2Kam/#/match-summary;
29.10.2023 16:00;Betis;Osasuna;1.85;1.95;3.50;3.30;4.20;4.20;2.00;1.95;1.75;1.80;2.15;2.10;1.67;1.70;1 - 0;2 - 1;45+1, 85, 90+4;SPAIN: Laliga - Round 11;https://www.flashscore.com/match/football/xYgB7txQ/#/match-summary;
28.10.2023 22:00;Cadiz CF;Sevilla;2.88;3.80;3.00;3.25;2.60;2.05;1.95;1.95;1.80;1.80;2.25;2.15;1.62;1.67;2 - 1;2 - 2;8, 28, 37, 60;SPAIN: Laliga - Round 11;https://www.flashscore.com/match/football/fDtw30ps/#/match-summary;
28.10.2023 19:30;Mallorca;Getafe;2.20;2.25;3.00;3.00;3.60;3.60;2.20;2.25;1.62;1.57;2.60;3.10;1.48;1.36;0 - 0;0 - 0;;SPAIN: Laliga - Round 11;https://www.flashscore.com/match/football/OhYgaIq6/#/match-summary;
28.10.2023 17:15;Barcelona;Real Madrid;2.38;2.50;3.50;3.40;2.80;2.70;1.57;1.57;2.25;2.25;1.65;1.70;2.20;2.10;1 - 0;1 - 2;6, 68, 90+2;SPAIN: Laliga - Round 11;https://www.flashscore.com/match/football/OUk78MMJ/#/match-summary;
28.10.2023 15:00;Almeria;Las Palmas;2.15;2.25;3.40;3.40;3.25;3.20;1.75;1.80;2.00;1.95;1.95;2.15;1.85;1.67;0 - 1;1 - 2;23, 73, 90+4;SPAIN: Laliga - Round 11;https://www.flashscore.com/match/football/rZCKpJUC/#/match-summary;
27.10.2023 22:00;Girona;Celta Vigo;1.85;1.70;3.40;4.00;4.33;4.50;1.80;1.67;1.95;2.10;1.90;1.65;1.90;2.20;0 - 0;1 - 0;90+1;SPAIN: Laliga - Round 11;https://www.flashscore.com/match/football/UVYk0bUa/#/match-summary;
23.10.2023 22:00;Valencia;Cadiz CF;1.83;1.67;3.50;3.60;4.33;5.50;2.00;2.20;1.75;1.62;2.20;2.25;1.65;1.62;2 - 0;2 - 0;4, 25;SPAIN: Laliga - Round 10;https://www.flashscore.com/match/football/6TLaksGs/#/match-summary;
22.10.2023 22:00;Barcelona;Ath Bilbao;1.44;1.85;4.50;3.75;7.00;4.00;1.80;1.62;1.95;2.20;1.62;1.70;2.25;2.10;0 - 0;1 - 0;80;SPAIN: Laliga - Round 10;https://www.flashscore.com/match/football/Yy5N8VG2/#/match-summary;
22.10.2023 19:30;Villarreal;Alaves;1.67;2.00;3.60;3.40;5.25;3.80;1.91;1.91;1.91;1.91;1.99;2.08;1.91;1.73;0 - 0;1 - 1;48, 65;SPAIN: Laliga - Round 10;https://www.flashscore.com/match/football/z9DGoaF6/#/match-summary;
22.10.2023 17:15;Girona;Almeria;1.60;1.36;4.00;5.00;5.25;8.00;1.62;1.80;2.20;1.95;1.57;1.50;2.35;2.50;3 - 2;5 - 2;2, 24, 37, 39, 43, 71, 85;SPAIN: Laliga - Round 10;https://www.flashscore.com/match/football/KYGupnv2/#/match-summary;
22.10.2023 15:00;Las Palmas;Rayo Vallecano;2.63;2.55;3.25;3.00;2.63;3.00;1.95;2.05;1.80;1.70;2.25;2.50;1.62;1.50;0 - 0;0 - 1;90+1;SPAIN: Laliga - Round 10;https://www.flashscore.com/match/football/MmbxoSOe/#/match-summary;
21.10.2023 22:00;Celta Vigo;Atl. Madrid;3.25;3.30;3.30;3.50;2.20;2.15;1.91;1.75;1.91;2.00;2.10;1.97;1.70;1.93;0 - 1;0 - 3;29, 64, 70;SPAIN: Laliga - Round 10;https://www.flashscore.com/match/football/CS3R7kW8/#/match-summary;
21.10.2023 19:30;Sevilla;Real Madrid;3.80;4.75;3.50;4.00;1.95;1.73;1.62;1.57;2.20;2.25;1.73;1.57;2.08;2.35;0 - 0;1 - 1;74, 78;SPAIN: Laliga - Round 10;https://www.flashscore.com/match/football/EgP7mLpf/#/match-summary;
21.10.2023 17:15;Getafe;Betis;2.45;2.45;3.00;3.00;3.10;3.25;2.05;1.95;1.70;1.80;2.50;2.35;1.50;1.57;1 - 1;1 - 1;1, 17;SPAIN: Laliga - Round 10;https://www.flashscore.com/match/football/U3bW69oF/#/match-summary;
21.10.2023 15:00;Real Sociedad;Mallorca;1.50;1.65;3.80;3.50;7.00;6.00;2.63;2.50;1.44;1.50;2.40;2.60;1.53;1.48;0 - 0;1 - 0;64;SPAIN: Laliga - Round 10;https://www.flashscore.com/match/football/0jL3l1Vm/#/match-summary;
20.10.2023 22:00;Osasuna;Granada CF;1.80;1.65;3.50;3.80;4.50;5.50;2.00;1.95;1.75;1.80;2.15;2.08;1.67;1.82;1 - 0;2 - 0;11, 59;SPAIN: Laliga - Round 10;https://www.flashscore.com/match/football/dIECnu00/#/match-summary;
08.10.2023 22:00;Granada CF;Barcelona;6.50;6.50;4.50;5.25;1.44;1.40;1.75;1.62;2.00;2.20;1.57;1.44;2.38;2.70;2 - 1;2 - 2;1, 29, 45+1, 85;SPAIN: Laliga - Round 9;https://www.flashscore.com/match/football/UkJchAWL/#/match-summary;
08.10.2023 19:30;Alaves;Betis;2.80;2.45;3.25;3.20;2.50;3.00;1.95;1.91;1.80;1.91;2.20;2.20;1.67;1.65;1 - 1;1 - 1;32, 35;SPAIN: Laliga - Round 9;https://www.flashscore.com/match/football/YNPlfW19/#/match-summary;
08.10.2023 19:30;Celta Vigo;Getafe;2.10;2.00;3.25;3.25;3.50;4.20;1.95;2.00;1.80;1.75;2.20;2.30;1.67;1.60;2 - 2;2 - 2;2, 24, 33, 43;SPAIN: Laliga - Round 9;https://www.flashscore.com/match/football/0ARtdhXd/#/match-summary;
08.10.2023 17:15;Atl. Madrid;Real Sociedad;1.83;1.95;3.50;3.25;4.33;4.20;1.67;1.95;2.10;1.80;1.73;2.15;2.10;1.67;1 - 0;2 - 1;22, 73, 89;SPAIN: Laliga - Round 9;https://www.flashscore.com/match/football/MRM1Yluj/#/match-summary;
08.10.2023 15:00;Villarreal;Las Palmas;1.53;1.65;4.00;4.00;6.00;5.25;1.80;1.75;1.95;2.00;1.73;1.75;2.10;2.05;0 - 1;1 - 2;45+2, 51, 90+2;SPAIN: Laliga - Round 9;https://www.flashscore.com/match/football/vP8Xo89k/#/match-summary;
07.10.2023 22:00;Sevilla;Rayo Vallecano;1.83;1.80;3.50;3.75;4.33;4.33;1.80;1.91;1.95;1.91;1.91;2.02;1.91;1.88;0 - 2;2 - 2;21, 26, 50, 90+6;SPAIN: Laliga - Round 9;https://www.flashscore.com/match/football/0Y9Tnlfq/#/match-summary;
07.10.2023 19:30;Mallorca;Valencia;2.50;2.45;3.25;2.90;2.80;3.20;1.80;2.10;1.95;1.67;2.00;2.70;1.80;1.44;1 - 1;1 - 1;5, 45+3;SPAIN: Laliga - Round 9;https://www.flashscore.com/match/football/v1QpeCn3/#/match-summary;
07.10.2023 17:15;Real Madrid;Osasuna;1.33;1.29;5.00;6.50;9.00;8.50;1.91;2.00;1.91;1.75;1.57;1.53;2.38;2.40;1 - 0;4 - 0;9, 54, 65, 70;SPAIN: Laliga - Round 9;https://www.flashscore.com/match/football/8tI1iUoS/#/match-summary;
07.10.2023 15:00;Cadiz CF;Girona;3.10;3.30;3.40;3.40;2.25;2.20;1.75;1.80;2.00;1.95;1.91;2.04;1.91;1.86;0 - 0;0 - 1;59;SPAIN: Laliga - Round 9;https://www.flashscore.com/match/football/0IL5X8fd/#/match-summary;
06.10.2023 22:00;Ath Bilbao;Almeria;1.53;1.30;4.00;5.75;6.00;8.50;1.70;1.95;2.05;1.80;1.62;1.53;2.30;2.40;1 - 0;3 - 0;10, 63, 81;SPAIN: Laliga - Round 9;https://www.flashscore.com/match/football/nRThgjHF/#/match-summary;
02.10.2023 22:00;Las Palmas;Celta Vigo;2.63;2.80;3.10;3.10;2.75;2.60;1.95;1.95;1.80;1.80;2.25;2.30;1.62;1.60;0 - 0;2 - 1;67, 84, 90+7;SPAIN: Laliga - Round 8;https://www.flashscore.com/match/football/jqWVwBHS/#/match-summary;
01.10.2023 22:00;Atl. Madrid;Cadiz CF;1.33;1.33;5.00;5.50;8.50;9.00;2.00;2.20;1.75;1.62;1.65;1.75;2.20;2.05;1 - 2;3 - 2;12, 27, 32, 46, 66;SPAIN: Laliga - Round 8;https://www.flashscore.com/match/football/E1cOKVAj/#/match-summary;
