Date;Home;Away;1(o);1(e);X(o);X(e);2(o);2(e);BTS(o);BTS(e);BTS_no(o);BTS_no(e);Over(o);Over(e);Under(o);Under(e);1H;Match;Goals;League;Link;Notes
01.10.2023 22:00;Betis;Valencia;2.20;2.05;3.20;3.25;3.40;4.00;1.95;1.95;1.80;1.80;2.25;2.25;1.62;1.62;1 - 0;3 - 0;41, 52, 85;SPAIN: Laliga - Round 8;https://www.flashscore.com/match/football/vukArZ2c/#/match-summary;
01.10.2023 17:15;Alaves;Osasuna;2.55;2.50;3.00;3.00;3.00;3.10;2.00;2.10;1.75;1.67;2.40;2.70;1.53;1.44;0 - 1;0 - 2;36, 90;SPAIN: Laliga - Round 8;https://www.flashscore.com/match/football/UTsNuXnG/#/match-summary;
01.10.2023 15:00;Almeria;Granada CF;2.05;1.91;3.50;3.75;3.40;3.80;1.75;1.62;2.00;2.20;1.92;1.70;1.98;2.10;3 - 0;3 - 3;41, 44, 45+1, 66, 70, 86;SPAIN: Laliga - Round 8;https://www.flashscore.com/match/football/zBbKLBep/#/match-summary;
30.09.2023 22:00;Real Sociedad;Ath Bilbao;2.20;2.20;3.20;3.10;3.40;3.60;1.95;2.10;1.80;1.67;2.25;2.40;1.62;1.53;1 - 0;3 - 0;30, 48, 66;SPAIN: Laliga - Round 8;https://www.flashscore.com/match/football/8KtRvi2M/#/match-summary;
30.09.2023 19:30;Girona;Real Madrid;3.60;3.75;3.80;4.00;1.91;1.85;1.62;1.53;2.20;2.38;1.65;1.57;2.20;2.35;0 - 2;0 - 3;17, 21, 71;SPAIN: Laliga - Round 8;https://www.flashscore.com/match/football/0fwJtDX9/#/match-summary;
30.09.2023 17:15;Rayo Vallecano;Mallorca;2.05;1.95;3.10;3.20;4.00;4.20;2.05;2.10;1.70;1.67;2.40;2.50;1.53;1.50;1 - 1;2 - 2;4, 44, 59, 90+12;SPAIN: Laliga - Round 8;https://www.flashscore.com/match/football/S4NcZUPq/#/match-summary;
30.09.2023 15:00;Getafe;Villarreal;2.88;2.75;3.10;3.00;2.55;2.75;1.80;1.91;1.95;1.91;2.08;2.30;1.73;1.60;0 - 0;0 - 0;;SPAIN: Laliga - Round 8;https://www.flashscore.com/match/football/M3vFsgI3/#/match-summary;
29.09.2023 22:00;Barcelona;Sevilla;1.36;1.33;4.75;5.00;8.50;8.50;1.80;1.67;1.95;2.10;1.53;1.44;2.40;2.70;0 - 0;1 - 0;76;SPAIN: Laliga - Round 8;https://www.flashscore.com/match/football/S4o6qFmi/#/match-summary;
28.09.2023 22:30;Osasuna;Atl. Madrid;3.80;3.80;3.60;3.40;1.91;2.00;1.70;1.95;2.05;1.80;1.80;2.20;2.00;1.67;0 - 1;0 - 2;20, 81;SPAIN: Laliga - Round 7;https://www.flashscore.com/match/football/hABTVeJi/#/match-summary;
28.09.2023 20:00;Celta Vigo;Alaves;1.91;1.57;3.40;3.75;4.00;6.50;2.05;2.20;1.70;1.62;2.38;2.20;1.57;1.67;1 - 0;1 - 1;35, 73;SPAIN: Laliga - Round 7;https://www.flashscore.com/match/football/fHGiQimT/#/match-summary;
28.09.2023 20:00;Granada CF;Betis;3.20;2.80;3.25;3.30;2.25;2.55;1.95;1.70;1.80;2.05;2.20;1.97;1.67;1.93;0 - 0;1 - 1;51, 67;SPAIN: Laliga - Round 7;https://www.flashscore.com/match/football/QyPzUZm4/#/match-summary;
27.09.2023 22:30;Cadiz CF;Rayo Vallecano;2.63;2.55;3.00;3.10;2.88;2.90;1.95;1.95;1.80;1.80;2.30;2.30;1.62;1.62;0 - 0;0 - 0;;SPAIN: Laliga - Round 7;https://www.flashscore.com/match/football/CEYt8hRp/#/match-summary;
27.09.2023 22:30;Valencia;Real Sociedad;2.63;2.50;3.00;3.00;2.88;3.10;2.00;2.10;1.75;1.67;2.38;2.63;1.57;1.50;0 - 1;0 - 1;32;SPAIN: Laliga - Round 7;https://www.flashscore.com/match/football/M3IqSDIG/#/match-summary;
27.09.2023 20:00;Ath Bilbao;Getafe;1.67;1.50;3.50;4.20;5.50;6.50;2.25;2.25;1.57;1.57;2.38;2.10;1.57;1.73;1 - 0;2 - 2;6, 51, 62, 83;SPAIN: Laliga - Round 7;https://www.flashscore.com/match/football/zgsFCYIT/#/match-summary;
27.09.2023 20:00;Real Madrid;Las Palmas;1.29;1.17;6.00;8.00;8.00;15.00;1.91;2.10;1.91;1.67;1.50;1.44;2.63;2.75;1 - 0;2 - 0;45+3, 54;SPAIN: Laliga - Round 7;https://www.flashscore.com/match/football/GQHmRXXM/#/match-summary;
27.09.2023 20:00;Villarreal;Girona;1.91;2.15;3.60;3.75;3.75;3.25;1.57;1.50;2.25;2.50;1.62;1.62;2.30;2.30;0 - 0;1 - 2;49, 56, 61;SPAIN: Laliga - Round 7;https://www.flashscore.com/match/football/80EuTg3A/#/match-summary;
26.09.2023 22:30;Mallorca;Barcelona;4.90;7.00;3.90;4.33;1.67;1.45;1.80;2.05;1.95;1.70;1.80;1.94;2.00;1.96;2 - 1;2 - 2;8, 41, 45+3, 75;SPAIN: Laliga - Round 7;https://www.flashscore.com/match/football/noQWUFYc/#/match-summary;
26.09.2023 20:00;Sevilla;Almeria;1.57;1.70;4.00;3.75;5.50;5.00;1.75;1.75;2.00;2.00;1.67;1.80;2.20;2.00;3 - 0;5 - 1;7, 8, 38, 51, 71, 90+2;SPAIN: Laliga - Round 7;https://www.flashscore.com/match/football/EJCPWy4o/#/match-summary;
24.09.2023 22:00;Atl. Madrid;Real Madrid;2.63;2.75;3.50;3.30;2.50;2.60;1.62;1.70;2.20;2.05;1.73;2.00;2.10;1.90;2 - 1;3 - 1;4, 18, 35, 46;SPAIN: Laliga - Round 6;https://www.flashscore.com/match/football/hCtzC1SI/#/match-summary;
24.09.2023 19:30;Betis;Cadiz CF;1.80;1.75;3.50;3.50;4.50;4.75;1.95;2.00;1.80;1.75;2.10;2.10;1.73;1.73;0 - 1;1 - 1;41, 60;SPAIN: Laliga - Round 6;https://www.flashscore.com/match/football/IicoJIZo/#/match-summary;
24.09.2023 19:30;Las Palmas;Granada CF;2.10;1.91;3.30;3.60;3.50;4.00;2.00;1.70;1.75;2.05;2.30;1.93;1.62;1.97;0 - 0;1 - 0;90+2;SPAIN: Laliga - Round 6;https://www.flashscore.com/match/football/tWsBDE3N/#/match-summary;
24.09.2023 17:15;Rayo Vallecano;Villarreal;2.75;2.55;3.40;3.40;2.45;2.70;1.62;1.62;2.20;2.20;1.73;1.80;2.10;2.00;1 - 1;1 - 1;15, 16;SPAIN: Laliga - Round 6;https://www.flashscore.com/match/football/6DkbGGJ4/#/match-summary;
24.09.2023 15:00;Real Sociedad;Getafe;1.62;1.70;3.60;3.25;6.00;6.00;2.38;2.63;1.53;1.44;2.50;3.00;1.53;1.40;1 - 2;4 - 3;2, 39, 45+5, 61, 66, 88, 90+2;SPAIN: Laliga - Round 6;https://www.flashscore.com/match/football/2uq7EflH/#/match-summary;
23.09.2023 22:00;Almeria;Valencia;2.75;2.63;3.30;3.40;2.50;2.63;1.80;1.80;1.95;1.95;2.00;2.10;1.80;1.73;0 - 1;2 - 2;14, 59, 63, 69;SPAIN: Laliga - Round 6;https://www.flashscore.com/match/football/ELsWCsDC/#/match-summary;
23.09.2023 19:30;Barcelona;Celta Vigo;1.36;1.25;5.00;6.00;7.50;11.00;1.91;1.95;1.91;1.80;1.62;1.44;2.30;2.75;0 - 1;3 - 2;19, 76, 81, 85, 89;SPAIN: Laliga - Round 6;https://www.flashscore.com/match/football/v1bsKbKu/#/match-summary;
23.09.2023 17:15;Osasuna;Sevilla;2.50;2.40;3.30;3.20;2.75;3.10;1.80;1.91;1.95;1.91;2.00;2.30;1.80;1.62;0 - 0;0 - 0;;SPAIN: Laliga - Round 6;https://www.flashscore.com/match/football/CjjfHd4b/#/match-summary;
23.09.2023 15:00;Girona;Mallorca;2.00;1.91;3.30;3.25;3.80;4.50;2.05;2.10;1.70;1.67;2.38;2.50;1.57;1.53;4 - 1;5 - 3;4, 26, 33, 37, 45, 57, 88, 90+5;SPAIN: Laliga - Round 6;https://www.flashscore.com/match/football/0GnjIxkh/#/match-summary;
22.09.2023 22:00;Alaves;Ath Bilbao;3.75;4.33;3.10;3.00;2.10;2.05;2.10;2.20;1.67;1.62;2.50;2.75;1.53;1.44;0 - 1;0 - 2;18, 76;SPAIN: Laliga - Round 6;https://www.flashscore.com/match/football/p4l2FzZA/#/match-summary;
18.09.2023 22:00;Granada CF;Girona;2.75;2.88;3.30;3.50;2.50;2.38;1.80;1.57;1.95;2.25;2.00;1.67;1.80;2.20;0 - 3;2 - 4;22, 31, 34, 63, 85, 89;SPAIN: Laliga - Round 5;https://www.flashscore.com/match/football/OWlJFqTg/#/match-summary;
17.09.2023 22:00;Real Madrid;Real Sociedad;1.62;1.73;4.00;3.80;5.00;4.75;1.75;1.91;2.00;1.91;1.73;1.93;2.10;1.97;0 - 1;2 - 1;5, 46, 60;SPAIN: Laliga - Round 5;https://www.flashscore.com/match/football/2LnjMojQ/#/match-summary;
17.09.2023 19:30;Sevilla;Las Palmas;1.73;1.57;3.75;4.20;4.50;6.00;2.00;1.95;1.75;1.80;2.10;1.89;1.73;2.01;0 - 0;1 - 0;71;SPAIN: Laliga - Round 5;https://www.flashscore.com/match/football/IglNE3r0/#/match-summary;
17.09.2023 17:15;Villarreal;Almeria;1.57;1.50;4.00;4.50;5.50;5.75;1.80;1.50;1.95;2.50;1.73;1.40;2.10;3.00;1 - 1;2 - 1;44, 45+5, 90+4;SPAIN: Laliga - Round 5;https://www.flashscore.com/match/football/4UYHH5bs/#/match-summary;
17.09.2023 15:00;Getafe;Osasuna;2.50;2.60;3.00;2.90;3.00;3.10;2.20;2.25;1.62;1.57;2.75;3.00;1.44;1.40;1 - 1;3 - 2;36, 45, 51, 57, 86;SPAIN: Laliga - Round 5;https://www.flashscore.com/match/football/8bmnNRzK/#/match-summary;
16.09.2023 22:00;Barcelona;Betis;1.44;1.30;4.50;5.75;6.50;8.00;1.80;1.80;1.95;1.95;1.67;1.44;2.20;2.75;2 - 0;5 - 0;25, 32, 62, 66, 81;SPAIN: Laliga - Round 5;https://www.flashscore.com/match/football/jNI1FFHD/#/match-summary;
16.09.2023 19:30;Celta Vigo;Mallorca;2.00;2.00;3.10;3.10;4.20;4.33;2.20;2.20;1.62;1.62;2.63;2.63;1.50;1.50;0 - 0;0 - 1;85;SPAIN: Laliga - Round 5;https://www.flashscore.com/match/football/feqrO7LD/#/match-summary;
16.09.2023 17:15;Valencia;Atl. Madrid;3.20;3.40;3.25;3.25;2.25;2.20;2.00;1.95;1.75;1.80;2.30;2.20;1.62;1.67;2 - 0;3 - 0;5, 34, 54;SPAIN: Laliga - Round 5;https://www.flashscore.com/match/football/ptjFGPDm/#/match-summary;
16.09.2023 15:00;Ath Bilbao;Cadiz CF;1.57;1.53;3.75;3.80;6.00;7.00;2.20;2.10;1.62;1.67;2.20;2.10;1.67;1.73;0 - 0;3 - 0;66, 68, 90;SPAIN: Laliga - Round 5;https://www.flashscore.com/match/football/CWJcGe27/#/match-summary;
15.09.2023 22:00;Rayo Vallecano;Alaves;1.91;2.00;3.40;3.25;4.00;4.00;1.95;2.20;1.80;1.62;2.10;2.63;1.73;1.50;1 - 0;2 - 0;43, 82;SPAIN: Laliga - Round 5;https://www.flashscore.com/match/football/WdhRDNc6/#/match-summary;
03.09.2023 22:00;Osasuna;Barcelona;4.75;6.50;3.80;4.50;1.70;1.50;1.75;1.80;2.00;1.95;1.80;1.73;2.00;2.10;0 - 1;1 - 2;45+1, 76, 85;SPAIN: Laliga - Round 4;https://www.flashscore.com/match/football/MsRpJcIl/#/match-summary;
03.09.2023 17:15;Mallorca;Ath Bilbao;3.10;3.10;3.00;2.90;2.45;2.55;2.05;2.20;1.70;1.62;2.50;2.75;1.53;1.44;0 - 0;0 - 0;;SPAIN: Laliga - Round 4;https://www.flashscore.com/match/football/Od8sKw3r/#/match-summary;
03.09.2023 15:00;Girona;Las Palmas;1.65;1.70;3.75;4.00;5.25;4.75;2.10;1.91;1.67;1.91;2.20;1.94;1.67;1.96;0 - 0;1 - 0;88;SPAIN: Laliga - Round 4;https://www.flashscore.com/match/football/SQMBPauL/#/match-summary;
02.09.2023 22:00;Betis;Rayo Vallecano;1.91;2.05;3.40;3.30;4.00;3.80;1.80;1.95;1.95;1.80;2.04;2.30;1.86;1.62;0 - 0;1 - 0;53;SPAIN: Laliga - Round 4;https://www.flashscore.com/match/football/WbT2RLA8/#/match-summary;
02.09.2023 19:30;Alaves;Valencia;3.40;3.20;3.00;2.90;2.30;2.55;2.10;2.20;1.67;1.62;2.63;2.75;1.50;1.44;1 - 0;1 - 0;6;SPAIN: Laliga - Round 4;https://www.flashscore.com/match/football/6HLFOJfR/#/match-summary;
02.09.2023 17:15;Real Madrid;Getafe;1.25;1.36;6.00;4.75;10.00;8.50;2.20;2.50;1.62;1.50;1.67;2.07;2.20;1.83;0 - 1;2 - 1;11, 47, 90+5;SPAIN: Laliga - Round 4;https://www.flashscore.com/match/football/46GkIHXf/#/match-summary;
02.09.2023 15:00;Real Sociedad;Granada CF;1.40;1.40;5.00;4.50;6.50;8.00;1.95;2.10;1.80;1.67;1.73;1.94;2.10;1.96;2 - 1;5 - 3;9, 35, 44, 59, 67, 76, 83, 90+9;SPAIN: Laliga - Round 4;https://www.flashscore.com/match/football/rcFgHym1/#/match-summary;
01.09.2023 23:00;Almeria;Celta Vigo;2.45;2.80;3.30;3.30;2.80;2.50;1.67;1.75;2.10;2.00;1.86;2.03;2.04;1.87;0 - 2;2 - 3;24, 33, 54, 68, 87;SPAIN: Laliga - Round 4;https://www.flashscore.com/match/football/4hyH3II1/#/match-summary;
01.09.2023 20:30;Cadiz CF;Villarreal;3.10;3.20;3.30;3.50;2.25;2.20;1.67;1.62;2.10;2.20;1.86;1.73;2.04;2.10;2 - 1;3 - 1;10, 18, 30, 50;SPAIN: Laliga - Round 4;https://www.flashscore.com/match/football/AkS6QuQE/#/match-summary;
28.08.2023 22:30;Rayo Vallecano;Atl. Madrid;4.50;3.80;3.50;3.30;1.85;2.05;1.80;1.95;1.95;1.80;2.00;2.20;1.90;1.67;0 - 3;0 - 7;2, 16, 36, 73, 79, 84, 86;SPAIN: Laliga - Round 3;https://www.flashscore.com/match/football/juCXBtBL/#/match-summary;
28.08.2023 20:30;Getafe;Alaves;2.00;2.45;2.90;2.60;4.50;3.60;2.38;2.75;1.53;1.40;3.00;4.00;1.40;1.25;0 - 0;1 - 0;84;SPAIN: Laliga - Round 3;https://www.flashscore.com/match/football/MToC4b3e/#/match-summary;
27.08.2023 22:30;Ath Bilbao;Betis;1.80;1.91;3.50;3.30;4.50;4.00;1.80;1.95;1.95;1.80;1.95;2.20;1.95;1.67;3 - 2;4 - 2;2, 10, 30, 45, 45+7, 84;SPAIN: Laliga - Round 3;https://www.flashscore.com/match/football/lGRYjuZe/#/match-summary;
27.08.2023 20:30;Valencia;Osasuna;2.00;1.75;3.30;3.40;3.75;5.25;1.95;2.38;1.80;1.53;2.20;2.63;1.67;1.50;0 - 1;1 - 2;24, 80, 90+5;SPAIN: Laliga - Round 3;https://www.flashscore.com/match/football/rwm85vlk/#/match-summary;
27.08.2023 18:30;Villarreal;Barcelona;3.25;3.40;3.50;3.60;2.10;2.10;1.50;1.53;2.50;2.38;1.62;1.62;2.30;2.30;2 - 2;3 - 4;12, 15, 26, 40, 50, 68, 71;SPAIN: Laliga - Round 3;https://www.flashscore.com/match/football/Y31xB0QR/#/match-summary;
26.08.2023 22:30;Sevilla;Girona;1.75;1.91;3.40;3.50;5.00;4.20;1.80;1.75;1.95;2.00;1.93;2.05;1.97;1.85;1 - 1;1 - 2;16, 45+2, 56;SPAIN: Laliga - Round 3;https://www.flashscore.com/match/football/zDm46KYr/#/match-summary;
26.08.2023 20:30;Granada CF;Mallorca;2.38;2.70;2.90;3.00;3.30;2.90;2.20;2.20;1.62;1.62;2.75;2.63;1.44;1.50;1 - 1;3 - 2;12, 38, 46, 70, 87;SPAIN: Laliga - Round 3;https://www.flashscore.com/match/football/4O9LErR2/#/match-summary;
26.08.2023 20:00;Cadiz CF;Almeria;2.25;2.15;3.25;3.30;3.20;3.60;1.75;1.80;2.00;1.95;2.05;2.05;1.85;1.85;0 - 0;1 - 1;59, 90+5;SPAIN: Laliga - Round 3;https://www.flashscore.com/match/football/xx8TCMeF/#/match-summary;
25.08.2023 22:30;Celta Vigo;Real Madrid;4.75;4.20;3.60;3.60;1.75;1.85;1.67;1.70;2.10;2.05;1.73;1.87;2.10;2.03;0 - 0;0 - 1;81;SPAIN: Laliga - Round 3;https://www.flashscore.com/match/football/S6Qxjal2/#/match-summary;
25.08.2023 20:30;Las Palmas;Real Sociedad;3.75;4.33;3.00;3.30;2.15;1.91;2.10;2.10;1.67;1.67;2.63;2.50;1.50;1.53;0 - 0;0 - 0;;SPAIN: Laliga - Round 3;https://www.flashscore.com/match/football/rF8PD2t9/#/match-summary;
21.08.2023 22:30;Granada CF;Rayo Vallecano;2.70;2.88;3.00;3.10;2.80;2.63;2.00;2.00;1.75;1.75;2.50;2.38;1.53;1.57;0 - 0;0 - 2;75, 79;SPAIN: Laliga - Round 2;https://www.flashscore.com/match/football/8dfs1Pd3/#/match-summary;
21.08.2023 20:00;Alaves;Sevilla;3.20;3.25;3.10;3.00;2.38;2.38;2.10;2.10;1.67;1.67;2.63;2.63;1.50;1.50;2 - 2;4 - 3;7, 15, 41, 44, 54, 59, 90+7;SPAIN: Laliga - Round 2;https://www.flashscore.com/match/football/jLqn0qC9/#/match-summary;
20.08.2023 22:30;Betis;Atl. Madrid;3.75;3.75;3.30;3.40;2.00;2.00;1.95;1.80;1.80;1.95;2.20;1.99;1.67;1.91;0 - 0;0 - 0;;SPAIN: Laliga - Round 2;https://www.flashscore.com/match/football/bomfbNtM/#/match-summary;
20.08.2023 20:30;Barcelona;Cadiz CF;1.22;1.29;6.50;5.75;11.00;10.00;2.20;2.20;1.62;1.62;1.62;1.67;2.30;2.20;0 - 0;2 - 0;82, 90+4;SPAIN: Laliga - Round 2;https://www.flashscore.com/match/football/tj2ewM4d/#/match-summary;
20.08.2023 20:00;Girona;Getafe;2.05;1.95;3.10;3.25;4.00;4.75;2.20;2.25;1.62;1.57;2.75;2.63;1.44;1.50;1 - 0;3 - 0;12, 55, 65;SPAIN: Laliga - Round 2;https://www.flashscore.com/match/football/rJOQh14q/#/match-summary;
19.08.2023 22:30;Osasuna;Ath Bilbao;2.80;2.80;3.00;2.90;2.63;2.80;1.95;2.05;1.80;1.70;2.30;2.63;1.62;1.50;0 - 2;0 - 2;11, 20;SPAIN: Laliga - Round 2;https://www.flashscore.com/match/football/UBrja3RF/#/match-summary;
19.08.2023 20:30;Almeria;Real Madrid;7.00;7.00;4.75;5.00;1.40;1.40;1.95;1.62;1.80;2.20;1.67;1.44;2.20;2.75;1 - 1;1 - 3;3, 19, 60, 73;SPAIN: Laliga - Round 2;https://www.flashscore.com/match/football/2a3iv2kj/#/match-summary;
19.08.2023 18:00;Real Sociedad;Celta Vigo;1.73;1.70;3.50;3.40;4.75;6.00;2.10;2.38;1.67;1.53;2.30;2.50;1.62;1.53;1 - 0;1 - 1;22, 90+4;SPAIN: Laliga - Round 2;https://www.flashscore.com/match/football/xxnbcsdS/#/match-summary;
18.08.2023 22:30;Valencia;Las Palmas;1.75;1.60;3.40;3.80;5.00;6.00;2.10;2.10;1.67;1.67;2.30;2.10;1.62;1.73;0 - 0;1 - 0;74;SPAIN: Laliga - Round 2;https://www.flashscore.com/match/football/fgSUiLJk/#/match-summary;
18.08.2023 20:30;Mallorca;Villarreal;3.00;2.70;3.20;3.20;2.40;2.70;1.95;1.95;1.80;1.80;2.30;2.20;1.62;1.67;0 - 0;0 - 1;62;SPAIN: Laliga - Round 2;https://www.flashscore.com/match/football/fgjw25sc/#/match-summary;
14.08.2023 22:30;Atl. Madrid;Granada CF;1.40;1.33;4.50;5.25;8.00;8.50;2.05;2.00;1.70;1.75;1.80;1.62;2.00;2.30;1 - 0;3 - 1;45+4, 62, 67, 90+8;SPAIN: Laliga - Round 1;https://www.flashscore.com/match/football/M7E22Eyt/#/match-summary;
14.08.2023 20:30;Cadiz CF;Alaves;2.25;2.25;3.00;3.00;3.50;3.75;2.05;2.25;1.70;1.57;2.50;3.00;1.53;1.40;1 - 0;1 - 0;7;SPAIN: Laliga - Round 1;https://www.flashscore.com/match/football/zwXfurzp/#/match-summary;
13.08.2023 22:30;Getafe;Barcelona;5.50;6.50;3.75;4.00;1.62;1.55;2.00;2.25;1.75;1.57;2.00;2.20;1.80;1.67;0 - 0;0 - 0;;SPAIN: Laliga - Round 1;https://www.flashscore.com/match/football/jm6JbWz5/#/match-summary;
13.08.2023 20:30;Villarreal;Betis;1.83;1.70;3.75;4.00;4.00;4.50;1.80;1.75;1.95;2.00;1.91;1.73;1.91;2.10;0 - 1;1 - 2;20, 61, 90+5;SPAIN: Laliga - Round 1;https://www.flashscore.com/match/football/4jANcjjB/#/match-summary;
13.08.2023 18:00;Celta Vigo;Osasuna;2.25;2.10;3.10;3.20;3.40;3.80;1.95;2.05;1.80;1.70;2.30;2.38;1.62;1.57;0 - 1;0 - 2;24, 74;SPAIN: Laliga - Round 1;https://www.flashscore.com/match/football/0bD61Yjn/#/match-summary;
12.08.2023 22:30;Ath Bilbao;Real Madrid;3.60;3.25;3.50;3.40;2.00;2.20;1.70;1.75;2.05;2.00;1.80;1.97;2.00;1.93;0 - 2;0 - 2;28, 36;SPAIN: Laliga - Round 1;https://www.flashscore.com/match/football/dpmdsV5U/#/match-summary;
12.08.2023 20:30;Las Palmas;Mallorca;2.63;2.55;2.88;2.90;3.00;3.10;2.05;2.38;1.70;1.53;2.50;3.20;1.53;1.36;1 - 0;1 - 1;29, 70;SPAIN: Laliga - Round 1;https://www.flashscore.com/match/football/8OGEaCLb/#/match-summary;
12.08.2023 18:00;Real Sociedad;Girona;1.67;1.80;3.75;3.60;5.00;4.33;1.91;2.00;1.91;1.75;1.91;2.10;1.91;1.73;1 - 0;1 - 1;5, 72;SPAIN: Laliga - Round 1;https://www.flashscore.com/match/football/bD9RdA5H/#/match-summary;
11.08.2023 23:00;Sevilla;Valencia;2.25;1.91;3.25;3.40;3.20;4.33;1.91;2.05;1.91;1.70;2.10;2.30;1.73;1.62;0 - 0;1 - 2;60, 69, 88;SPAIN: Laliga - Round 1;https://www.flashscore.com/match/football/UXHA0h6h/#/match-summary;
11.08.2023 20:30;Almeria;Rayo Vallecano;2.38;2.63;3.30;3.20;2.90;2.75;1.70;1.95;2.05;1.80;1.91;2.20;1.91;1.67;0 - 2;0 - 2;20, 28;SPAIN: Laliga - Round 1;https://www.flashscore.com/match/football/pAqhrBjO/#/match-summary;
